Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Europe,748680069,8/12/20,3109971,0.42
Europe,748680069,8/13/20,3137378,0.42
Europe,748680069,8/14/20,3164420,0.42
European Union,444919060,8/28/20,1868496,0.42
European Union,444919060,8/29/20,1881791,0.42
Finland,5540718,11/26/20,23148,0.42
Austria,9006400,9/19/20,37474,0.42
Austria,9006400,9/20/20,38095,0.42
Azerbaijan,10139175,10/12/20,42104,0.42
Azerbaijan,10139175,10/13/20,42381,0.42
Azerbaijan,10139175,10/14/20,42750,0.42
Bahrain,1701583,5/18/20,7184,0.42
Bangladesh,164689383,4/11/21,684756,0.42
Bangladesh,164689383,4/12/21,691957,0.42
Bangladesh,164689383,4/13/21,697985,0.42
Belarus,9449321,5/28/20,39858,0.42
Belgium,11589616,4/30/20,48519,0.42
Belgium,11589616,5/1/20,49032,0.42
Canada,37742157,9/28/20,157219,0.42
Canada,37742157,9/29/20,158991,0.42
Cape Verde,555988,7/27/20,2328,0.42
Cape Verde,555988,7/28/20,2354,0.42
Chile,19116209,5/23/20,80287,0.42
Bolivia,11673029,7/13/20,49250,0.42
Bosnia and Herzegovina,3280815,8/7/20,13687,0.42
Bosnia and Herzegovina,3280815,8/8/20,13687,0.42
Bosnia and Herzegovina,3280815,8/9/20,13687,0.42
Botswana,2351625,11/23/20,9992,0.42
Botswana,2351625,11/24/20,9992,0.42
Botswana,2351625,11/25/20,9992,0.42
Brazil,212559409,6/15/20,888271,0.42
Bulgaria,6948445,10/17/20,29108,0.42
Bulgaria,6948445,10/18/20,29503,0.42
Albania,2877800,9/17/20,11948,0.42
Albania,2877800,9/18/20,12073,0.42
Albania,2877800,9/19/20,12226,0.42
Argentina,45195777,7/31/20,191302,0.42
Armenia,2963234,6/6/20,12364,0.42
Asia,4639847425,12/15/20,19321020,0.42
Asia,4639847425,12/16/20,19427655,0.42
Asia,4639847425,12/17/20,19529524,0.42
Asia,4639847425,12/18/20,19629928,0.42
Albania,2877800,9/15/20,11672,0.41
Albania,2877800,9/16/20,11816,0.41
Argentina,45195777,7/30/20,185373,0.41
Asia,4639847425,12/10/20,18795343,0.41
Asia,4639847425,12/11/20,18909807,0.41
Asia,4639847425,12/12/20,19019727,0.41
Asia,4639847425,12/13/20,19119184,0.41
Asia,4639847425,12/14/20,19213485,0.41
Estonia,1326539,11/5/20,5464,0.41
Eswatini,1160164,9/3/20,4720,0.41
Eswatini,1160164,9/4/20,4780,0.41
Europe,748680069,8/10/20,3066849,0.41
Europe,748680069,8/11/20,3086561,0.41
Europe,748680069,8/9/20,3039211,0.41
European Union,444919060,8/26/20,1814064,0.41
European Union,444919060,8/27/20,1843636,0.41
Finland,5540718,11/25/20,22652,0.41
Colombia,50882884,7/21/20,211038,0.41
Comoros,869595,2/23/21,3522,0.41
Comoros,869595,2/24/21,3539,0.41
Comoros,869595,2/25/21,3552,0.41
Comoros,869595,2/26/21,3558,0.41
Comoros,869595,2/27/21,3571,0.41
Comoros,869595,2/28/21,3571,0.41
Comoros,869595,3/1/21,3578,0.41
Comoros,869595,3/2/21,3578,0.41
Comoros,869595,3/3/21,3580,0.41
Comoros,869595,3/4/21,3580,0.41
Comoros,869595,3/5/21,3587,0.41
Comoros,869595,3/6/21,3596,0.41
Comoros,869595,3/7/21,3596,0.41
Comoros,869595,3/8/21,3606,0.41
Comoros,869595,3/9/21,3606,0.41
Costa Rica,5094114,8/6/20,21070,0.41
Croatia,4105268,10/1/20,16827,0.41
Cuba,11326616,2/23/21,46197,0.41
Cuba,11326616,2/24/21,46896,0.41
Czechia,10708982,9/17/20,44155,0.41
Denmark,5792203,9/21/20,23774,0.41
Djibouti,988002,6/4/20,4054,0.41
Dominican Republic,10847904,7/12/20,44532,0.41
Ecuador,17643060,7/17/20,72444,0.41
El Salvador,6486201,9/10/20,26688,0.41
El Salvador,6486201,9/11/20,26773,0.41
El Salvador,6486201,9/12/20,26851,0.41
El Salvador,6486201,9/6/20,26308,0.41
El Salvador,6486201,9/7/20,26413,0.41
El Salvador,6486201,9/8/20,26511,0.41
El Salvador,6486201,9/9/20,26602,0.41
Equatorial Guinea,1402985,2/13/21,5694,0.41
Equatorial Guinea,1402985,2/14/21,5694,0.41
Equatorial Guinea,1402985,2/15/21,5694,0.41
Equatorial Guinea,1402985,2/16/21,5694,0.41
Equatorial Guinea,1402985,2/17/21,5694,0.41
Equatorial Guinea,1402985,2/18/21,5747,0.41
Equatorial Guinea,1402985,2/19/21,5747,0.41
Equatorial Guinea,1402985,2/20/21,5798,0.41
Equatorial Guinea,1402985,2/21/21,5798,0.41
Equatorial Guinea,1402985,2/22/21,5798,0.41
Bolivia,11673029,7/12/20,48187,0.41
Bosnia and Herzegovina,3280815,8/6/20,13396,0.41
Botswana,2351625,11/19/20,9594,0.41
Botswana,2351625,11/20/20,9594,0.41
Botswana,2351625,11/21/20,9594,0.41
Botswana,2351625,11/22/20,9594,0.41
Brazil,212559409,6/14/20,867624,0.41
Bulgaria,6948445,10/16/20,28505,0.41
Austria,9006400,9/18/20,36661,0.41
Azerbaijan,10139175,10/10/20,41752,0.41
Azerbaijan,10139175,10/11/20,41982,0.41
Azerbaijan,10139175,10/7/20,41113,0.41
Azerbaijan,10139175,10/8/20,41304,0.41
Azerbaijan,10139175,10/9/20,41519,0.41
Bahamas,393248,8/20/20,1610,0.41
Bahrain,1701583,5/17/20,6956,0.41
Bangladesh,164689383,4/10/21,678937,0.41
Bangladesh,164689383,4/9/21,673594,0.41
Belarus,9449321,5/27/20,38956,0.41
Belgium,11589616,4/28/20,47334,0.41
Belgium,11589616,4/29/20,47859,0.41
Belize,397621,9/20/20,1627,0.41
Belize,397621,9/21/20,1635,0.41
Belize,397621,9/22/20,1635,0.41
Canada,37742157,9/26/20,153770,0.41
Canada,37742157,9/27/20,155428,0.41
Cape Verde,555988,7/25/20,2258,0.41
Cape Verde,555988,7/26/20,2307,0.41
Malaysia,32365998,1/8/21,131108,0.41
Malaysia,32365998,1/9/21,133559,0.41
Maldives,540542,6/21/20,2203,0.41
Maldives,540542,6/22/20,2217,0.41
Maldives,540542,6/23/20,2238,0.41
Malta,441539,8/28/20,1820,0.41
Guyana,786559,10/5/20,3188,0.41
Guyana,786559,10/6/20,3188,0.41
Honduras,9904608,7/28/20,40460,0.41
Honduras,9904608,7/29/20,40944,0.41
Hungary,9660350,10/13/20,39862,0.41
India,1380004385,9/22/20,5646010,0.41
Indonesia,273523621,2/3/21,1111671,0.41
Indonesia,273523621,2/4/21,1123105,0.41
Indonesia,273523621,2/5/21,1134854,0.41
Mexico,128932753,8/17/20,525733,0.41
Mexico,128932753,8/18/20,531239,0.41
Moldova,4033963,6/29/20,16357,0.41
Moldova,4033963,6/30/20,16613,0.41
Monaco,39244,9/9/20,161,0.41
Mongolia,3278292,4/8/21,13494,0.41
Montenegro,628062,7/23/20,2569,0.41
Morocco,36910558,10/10/20,149841,0.41
Morocco,36910558,10/11/20,152404,0.41
France,68147687,8/22/20,277818,0.41
France,68147687,8/23/20,282498,0.41
Gabon,2225728,11/10/20,9029,0.41
Gabon,2225728,11/11/20,9048,0.41
Gabon,2225728,11/12/20,9048,0.41
Gabon,2225728,11/13/20,9062,0.41
Gabon,2225728,11/14/20,9062,0.41
Gabon,2225728,11/15/20,9062,0.41
Gabon,2225728,11/16/20,9084,0.41
Gabon,2225728,11/17/20,9084,0.41
Gabon,2225728,11/18/20,9084,0.41
Gabon,2225728,11/19/20,9116,0.41
Gabon,2225728,11/20/20,9131,0.41
Gabon,2225728,11/21/20,9131,0.41
Gabon,2225728,11/22/20,9131,0.41
Gabon,2225728,11/23/20,9150,0.41
Gabon,2225728,11/24/20,9150,0.41
Gabon,2225728,11/25/20,9173,0.41
Gabon,2225728,11/26/20,9173,0.41
Gabon,2225728,11/27/20,9191,0.41
Gabon,2225728,11/28/20,9191,0.41
Gabon,2225728,11/29/20,9191,0.41
Gabon,2225728,11/30/20,9214,0.41
Gabon,2225728,11/6/20,9022,0.41
Gabon,2225728,11/7/20,9022,0.41
Gabon,2225728,11/8/20,9022,0.41
Gabon,2225728,11/9/20,9029,0.41
Gabon,2225728,12/1/20,9214,0.41
Georgia,3989175,10/17/20,16285,0.41
Germany,83783945,10/14/20,344487,0.41
Guatemala,17915567,8/28/20,72921,0.41
Guatemala,17915567,8/29/20,73679,0.41
Guatemala,17915567,8/30/20,73912,0.41
Guatemala,17915567,8/31/20,74074,0.41
Iran,83992953,8/15/20,341070,0.41
Iran,83992953,8/16/20,343203,0.41
Iran,83992953,8/17/20,345450,0.41
Iran,83992953,8/18/20,347835,0.41
Iraq,40222503,8/13/20,164277,0.41
Ireland,4937796,4/29/20,20253,0.41
Israel,8655541,7/9/20,35523,0.41
Italy,60461828,7/22/20,245032,0.41
Italy,60461828,7/23/20,245338,0.41
Italy,60461828,7/24/20,245590,0.41
Italy,60461828,7/25/20,245864,0.41
Italy,60461828,7/26/20,246118,0.41
Italy,60461828,7/27/20,246286,0.41
Italy,60461828,7/28/20,246488,0.41
Italy,60461828,7/29/20,246776,0.41
Italy,60461828,7/30/20,247158,0.41
Italy,60461828,7/31/20,247537,0.41
Italy,60461828,8/1/20,247832,0.41
Italy,60461828,8/10/20,250825,0.41
Italy,60461828,8/2/20,248070,0.41
Italy,60461828,8/3/20,248229,0.41
Italy,60461828,8/4/20,248419,0.41
Italy,60461828,8/5/20,248803,0.41
Italy,60461828,8/6/20,249204,0.41
Italy,60461828,8/7/20,249756,0.41
Italy,60461828,8/8/20,250103,0.41
Italy,60461828,8/9/20,250566,0.41
Jamaica,2961161,12/18/20,12039,0.41
Jamaica,2961161,12/19/20,12135,0.41
Jamaica,2961161,12/20/20,12224,0.41
Japan,126476458,4/14/21,517281,0.41
Japan,126476458,4/15/21,521796,0.41
Namibia,2540916,9/19/20,10292,0.41
Namibia,2540916,9/20/20,10377,0.41
Namibia,2540916,9/21/20,10526,0.41
Netherlands,17134873,8/25/20,69683,0.41
Netherlands,17134873,8/26/20,70382,0.41
Netherlands,17134873,8/27/20,70984,0.41
Kosovo,1932774,7/29/20,7846,0.41
Kuwait,4270563,5/20/20,17568,0.41
Lebanon,6825442,9/19/20,28297,0.41
Libya,6871287,9/20/20,27949,0.41
Paraguay,7132530,9/15/20,29298,0.41
Peru,32971846,5/27/20,135905,0.41
Philippines,109581085,12/10/20,445540,0.41
Philippines,109581085,12/11/20,447039,0.41
Philippines,109581085,12/12/20,448331,0.41
Philippines,109581085,12/13/20,449400,0.41
Philippines,109581085,12/14/20,450733,0.41
Philippines,109581085,12/15/20,451839,0.41
Philippines,109581085,12/16/20,452988,0.41
Philippines,109581085,12/17/20,454447,0.41
Philippines,109581085,12/9/20,444164,0.41
Portugal,10196707,6/28/20,41646,0.41
Portugal,10196707,6/29/20,41912,0.41
Portugal,10196707,6/30/20,42141,0.41
Qatar,2881060,4/28/20,11921,0.41
Romania,19237682,8/23/20,78505,0.41
Romania,19237682,8/24/20,79330,0.41
Russia,145934460,6/22/20,591465,0.41
Russia,145934460,6/23/20,598878,0.41
Zambia,18383956,2/21/21,74503,0.41
Zambia,18383956,2/22/21,75027,0.41
Zambia,18383956,2/23/21,75582,0.41
Trinidad and Tobago,1399491,10/30/20,5668,0.41
Trinidad and Tobago,1399491,10/31/20,5692,0.41
Trinidad and Tobago,1399491,11/1/20,5704,0.41
Trinidad and Tobago,1399491,11/2/20,5704,0.41
Trinidad and Tobago,1399491,11/3/20,5754,0.41
Trinidad and Tobago,1399491,11/4/20,5764,0.41
Trinidad and Tobago,1399491,11/5/20,5774,0.41
Trinidad and Tobago,1399491,11/6/20,5798,0.41
Tunisia,11818618,10/24/20,48799,0.41
Tunisia,11818618,10/25/20,48799,0.41
Turkey,84339067,10/15/20,342143,0.41
Turkey,84339067,10/16/20,343955,0.41
Turkey,84339067,10/17/20,345678,0.41
Turkey,84339067,10/18/20,347493,0.41
Turkey,84339067,10/19/20,349519,0.41
Ukraine,43733759,9/20/20,180119,0.41
United Arab Emirates,9890400,6/10/20,40507,0.41
United Arab Emirates,9890400,6/11/20,40986,0.41
Spain,46754783,4/17/20,190839,0.41
Spain,46754783,4/18/20,191726,0.41
Sri Lanka,21413250,3/11/21,86989,0.41
Sri Lanka,21413250,3/12/21,87286,0.41
Sri Lanka,21413250,3/13/21,87600,0.41
Sri Lanka,21413250,3/14/21,87907,0.41
Sri Lanka,21413250,3/15/21,88238,0.41
Sri Lanka,21413250,3/16/21,88392,0.41
Sri Lanka,21413250,3/17/21,88862,0.41
Suriname,586634,8/9/20,2391,0.41
Sweden,10099270,6/3/20,41256,0.41
Switzerland,8654618,7/31/20,35232,0.41
Switzerland,8654618,8/1/20,35412,0.41
Switzerland,8654618,8/2/20,35550,0.41
Switzerland,8654618,8/3/20,35616,0.41
Switzerland,8654618,8/4/20,35746,0.41
Saint Lucia,183629,1/22/21,755,0.41
Saint Vincent and the Grenadines,110947,1/15/21,450,0.41
Saint Vincent and the Grenadines,110947,1/16/21,450,0.41
Sao Tome and Principe,219161,8/20/20,888,0.41
Sao Tome and Principe,219161,8/21/20,891,0.41
Sao Tome and Principe,219161,8/22/20,892,0.41
Sao Tome and Principe,219161,8/23/20,892,0.41
Sao Tome and Principe,219161,8/24/20,892,0.41
Sao Tome and Principe,219161,8/25/20,892,0.41
Sao Tome and Principe,219161,8/26/20,892,0.41
Sao Tome and Principe,219161,8/27/20,894,0.41
Sao Tome and Principe,219161,8/28/20,895,0.41
Sao Tome and Principe,219161,8/29/20,895,0.41
Sao Tome and Principe,219161,8/30/20,896,0.41
Sao Tome and Principe,219161,8/31/20,896,0.41
Sao Tome and Principe,219161,9/1/20,896,0.41
Sao Tome and Principe,219161,9/10/20,901,0.41
Sao Tome and Principe,219161,9/11/20,906,0.41
Sao Tome and Principe,219161,9/12/20,906,0.41
Sao Tome and Principe,219161,9/13/20,906,0.41
Sao Tome and Principe,219161,9/14/20,906,0.41
Sao Tome and Principe,219161,9/15/20,907,0.41
Sao Tome and Principe,219161,9/16/20,907,0.41
Sao Tome and Principe,219161,9/17/20,907,0.41
Sao Tome and Principe,219161,9/18/20,908,0.41
Sao Tome and Principe,219161,9/19/20,908,0.41
Sao Tome and Principe,219161,9/2/20,896,0.41
Sao Tome and Principe,219161,9/20/20,908,0.41
Sao Tome and Principe,219161,9/21/20,908,0.41
Sao Tome and Principe,219161,9/22/20,908,0.41
Sao Tome and Principe,219161,9/23/20,908,0.41
Sao Tome and Principe,219161,9/3/20,897,0.41
Sao Tome and Principe,219161,9/4/20,897,0.41
Sao Tome and Principe,219161,9/5/20,898,0.41
Sao Tome and Principe,219161,9/6/20,898,0.41
Sao Tome and Principe,219161,9/7/20,898,0.41
Sao Tome and Principe,219161,9/8/20,898,0.41
Sao Tome and Principe,219161,9/9/20,898,0.41
Saudi Arabia,34813867,6/17/20,141234,0.41
Serbia,6804596,8/7/20,27608,0.41
Serbia,6804596,8/8/20,27863,0.41
Serbia,6804596,8/9/20,28099,0.41
Singapore,5850343,5/11/20,23822,0.41
Slovakia,5459643,10/14/20,22296,0.41
South America,430759772,6/21/20,1773767,0.41
North America,592072204,6/14/20,2417411,0.41
North America,592072204,6/15/20,2442455,0.41
North Macedonia,2083380,7/15/20,8530,0.41
North Macedonia,2083380,7/16/20,8623,0.41
Oman,5106622,6/12/20,21071,0.41
Palestine,5101416,8/27/20,20677,0.41
Panama,4314768,6/10/20,17889,0.41
United Kingdom,67886004,6/16/20,274971,0.41
United Kingdom,67886004,6/17/20,275970,0.41
United Kingdom,67886004,6/18/20,276990,0.41
United Kingdom,67886004,6/19/20,277974,0.41
United Kingdom,67886004,6/20/20,278640,0.41
United Kingdom,67886004,6/21/20,279264,0.41
United Kingdom,67886004,6/22/20,280156,0.41
United Kingdom,67886004,6/23/20,281038,0.41
United States,331002647,5/11/20,1358293,0.41
Venezuela,28435943,1/10/21,116610,0.41
Venezuela,28435943,1/11/21,116983,0.41
Venezuela,28435943,1/12/21,117299,0.41
Venezuela,28435943,1/13/21,117811,0.41
Venezuela,28435943,1/7/21,115322,0.41
Venezuela,28435943,1/8/21,115667,0.41
Venezuela,28435943,1/9/21,116172,0.41
World,7794798729,9/22/20,31648244,0.41
World,7794798729,9/23/20,31924336,0.41
World,7794798729,9/24/20,32277373,0.41
United Kingdom,67886004,6/10/20,269101,0.4
United Kingdom,67886004,6/11/20,270108,0.4
United Kingdom,67886004,6/12/20,271162,0.4
United Kingdom,67886004,6/13/20,272050,0.4
United Kingdom,67886004,6/14/20,272857,0.4
United Kingdom,67886004,6/15/20,273888,0.4
United States,331002647,5/10/20,1339022,0.4
United States,331002647,5/9/20,1320155,0.4
Uruguay,3473727,12/22/20,14001,0.4
Venezuela,28435943,1/1/21,113884,0.4
Venezuela,28435943,1/2/21,114083,0.4
Venezuela,28435943,1/3/21,114230,0.4
Venezuela,28435943,1/4/21,114407,0.4
Venezuela,28435943,1/5/21,114662,0.4
Venezuela,28435943,1/6/21,114908,0.4
Venezuela,28435943,12/28/20,112636,0.4
Venezuela,28435943,12/29/20,112861,0.4
Venezuela,28435943,12/30/20,113121,0.4
Venezuela,28435943,12/31/20,113558,0.4
World,7794798729,9/19/20,30835530,0.4
World,7794798729,9/20/20,31087644,0.4
World,7794798729,9/21/20,31363730,0.4
Spain,46754783,4/16/20,184948,0.4
Sri Lanka,21413250,3/10/21,86685,0.4
Sri Lanka,21413250,3/4/21,84610,0.4
Sri Lanka,21413250,3/5/21,84960,0.4
Sri Lanka,21413250,3/6/21,85150,0.4
Sri Lanka,21413250,3/7/21,85695,0.4
Sri Lanka,21413250,3/8/21,86039,0.4
Sri Lanka,21413250,3/9/21,86343,0.4
Sweden,10099270,6/2/20,40210,0.4
Switzerland,8654618,7/25/20,34302,0.4
Switzerland,8654618,7/26/20,34412,0.4
Switzerland,8654618,7/27/20,34477,0.4
Switzerland,8654618,7/28/20,34609,0.4
Switzerland,8654618,7/29/20,34802,0.4
Switzerland,8654618,7/30/20,35022,0.4
Zambia,18383956,2/19/21,73203,0.4
Zambia,18383956,2/20/21,73894,0.4
Paraguay,7132530,9/14/20,28367,0.4
Philippines,109581085,12/1/20,432925,0.4
Philippines,109581085,12/2/20,434357,0.4
Philippines,109581085,12/3/20,435413,0.4
Philippines,109581085,12/4/20,436345,0.4
Philippines,109581085,12/5/20,438069,0.4
Philippines,109581085,12/6/20,439834,0.4
Philippines,109581085,12/7/20,441399,0.4
Philippines,109581085,12/8/20,442785,0.4
Poland,37846605,10/15/20,149903,0.4
Portugal,10196707,6/25/20,40415,0.4
Portugal,10196707,6/26/20,40866,0.4
Portugal,10196707,6/27/20,41189,0.4
Romania,19237682,8/21/20,76355,0.4
Romania,19237682,8/22/20,77544,0.4
Russia,145934460,6/21/20,583879,0.4
Trinidad and Tobago,1399491,10/26/20,5535,0.4
Trinidad and Tobago,1399491,10/27/20,5568,0.4
Trinidad and Tobago,1399491,10/28/20,5594,0.4
Trinidad and Tobago,1399491,10/29/20,5636,0.4
Tunisia,11818618,10/23/20,47214,0.4
Turkey,84339067,10/10/20,334031,0.4
Turkey,84339067,10/11/20,335533,0.4
Turkey,84339067,10/12/20,337147,0.4
Turkey,84339067,10/13/20,338779,0.4
Turkey,84339067,10/14/20,340450,0.4
Ukraine,43733759,9/18/20,173703,0.4
Ukraine,43733759,9/19/20,177048,0.4
United Arab Emirates,9890400,6/8/20,39376,0.4
United Arab Emirates,9890400,6/9/20,39904,0.4
North America,592072204,6/12/20,2359544,0.4
North America,592072204,6/13/20,2391261,0.4
North Macedonia,2083380,7/14/20,8332,0.4
Norway,5421242,11/3/20,21956,0.4
Palestine,5101416,8/26/20,20155,0.4
